"","hydrophobicity","is_tmh","binds_mhc1","binds_mhc2"
"1012",2.69,1,1,0
"1013",2.355,0,1,0
"1014",3.1,1,1,0
"1015",2.59,1,1,0
"1016",3.13,1,1,0
"1017",2.765,1,1,0
"1018",2.91,1,1,0
"1019",2.6,1,1,0
"1020",3.155,1,1,0
"1021",2.98,1,1,0
"1022",2.825,1,1,0
"1023",2.01,0,1,0
"1024",2.32,1,1,0
"1025",2.805,1,1,0
"1026",2.355,0,1,0
"1027",1.885,0,1,0
"1028",2.795,1,1,0
"1029",2.635,1,1,0
"1030",2.14,1,1,0
"1031",2.35,1,1,0
"1032",2.46,1,1,0
"1033",2.315,0,1,0
"1034",2.315,0,1,0
"1035",2.45,1,1,0
"1036",2.725,1,1,0
"1037",2.32,1,1,0
"1038",3.08,1,1,0
"1039",2.685,1,1,0
"1040",2.25,1,1,0
"1041",2.625,1,1,0
"1042",2.69,0,1,0
"1043",2.74,1,1,0
"1044",3.025,1,1,0
"1045",2.645,1,1,0
"1046",2.54,1,1,0
"1047",2.245,1,1,0
"1048",2.385,1,1,0
"1049",1.885,0,1,0
"1050",2.415,1,1,0
"1051",2.805,1,1,0
"1052",2.605,1,1,0
"1053",2.89,1,1,0
"1054",3.26,1,1,0
"1055",2.295,1,1,0
"1056",2.825,1,1,0
"1057",2.745,0,1,0
"1058",3.16,1,1,0
"1059",2.48,1,1,0
"1060",2.45,1,1,0
"1061",2.625,1,1,0
"1062",2.305,0,1,1
"1063",2.24,1,1,0
"1064",1.69,1,1,0
"1065",2.875,1,1,0
"1066",2.305,0,1,1
"1067",2.335,0,1,0
"1068",2.465,1,1,0
"1069",2.41,1,1,0
"1070",3.19,1,1,0
"1071",2.175,0,1,0
"1072",2.305,1,1,0
"1073",2.765,1,1,0
"1074",2.19,1,1,0
"1075",2.36,1,1,0
"1076",3.32,1,1,0
"1077",2.615,0,1,0
"1078",3.105,1,1,0
"1079",3.105,1,1,0
"1080",2.85,1,1,0
"1081",2.23,0,1,0
"1082",2.275,1,1,0
"1083",2.345,1,1,0
"1084",2.835,0,1,0
"1085",2.05,0,1,0
"1086",1.3,0,1,0
"1087",2.63,1,1,0
"1088",3.085,0,1,0
"1089",3.475,1,1,0
"1090",3.15,1,1,0
"1091",3.045,1,1,0
"1092",2.075,1,1,0
"1093",1.955,0,1,0
"1094",3.06,1,1,0
"1095",2.945,1,1,0
"1096",2.33,1,1,0
"1097",2.3,0,1,0
"1098",3.395,1,1,0
"1099",2.5,0,1,1
"1100",2.69,0,1,0
"1101",2.085,0,1,0
"1102",2.08,0,1,0
"1103",2.42,1,1,0
"1104",2.73,1,1,0
"1105",2.35,1,1,0
"1106",2,1,1,0
"1107",2.8,0,1,0
"1108",2.605,1,1,0
"1109",2.53,0,1,0
"1110",2.66,1,1,0
"1111",2.04,0,1,0
"1112",1.79,0,1,1
"1113",3.175,1,1,0
"1114",1.795,0,1,0
"1115",2.18,0,1,0
"1116",3,1,1,0
"1117",2.765,0,1,0
"1118",1.73,0,1,0
"1119",3.3,1,1,0
"1120",3.05,1,1,0
"1121",2.135,0,1,0
"1122",2.595,1,1,0
"1123",2.955,1,1,0
"1124",2.68,1,1,0
"1125",3.22,1,1,0
"1126",3.03,1,1,0
"1127",2,1,1,0
"1128",2.085,0,1,0
"1129",3.11,1,1,0
"1130",2.21,0,1,0
"1131",2.615,1,1,0
"1132",2.195,1,1,0
"1133",2.66,1,1,0
"1134",3.26,1,1,0
"1135",3.245,1,1,0
"1136",3.225,0,1,0
"1137",2.025,0,1,1
"1138",3.05,1,1,0
"1139",2.255,1,1,0
"1140",3.025,1,1,0
"1141",3.15,1,1,0
"1142",2.25,0,1,0
"1143",1.57,0,1,1
"1144",3.02,1,1,0
"1145",0.98,0,1,0
"1146",2.305,0,1,0
"1147",2.43,1,1,0
"1148",2.275,1,1,0
"1149",2.45,1,1,0
"1150",2.92,1,1,0
"1151",2.295,1,1,0
"1152",2.195,1,1,0
"1153",2.43,1,1,0
"1154",2.53,1,1,0
"1155",3.445,1,1,0
"1156",1.725,0,1,0
"1157",2.12,0,1,1
"1158",2.525,0,1,0
"1159",2.915,1,1,0
"1160",2.905,1,1,0
"1161",2.185,0,1,0
"1162",2.785,0,1,0
"1163",2.79,1,1,0
"1164",1.75,0,1,0
"1165",2.09,0,1,0
"1166",3.01,1,1,0
"1167",1.985,0,1,0
"1168",2.58,0,1,0
"1169",2.45,0,1,0
"1170",2.8,1,1,0
"1171",1.815,0,1,0
"1172",2.59,1,1,0
"1173",2.63,1,1,0
"1174",2.98,1,1,0
"1175",2.745,1,1,0
"1176",2.28,1,1,1
"1177",2.505,1,1,0
"1178",3.135,1,1,0
"1179",2.445,0,1,0
"1180",3.355,1,1,0
"1181",2.91,1,1,0
"1182",2.495,0,0,0
"1183",2.6,1,1,0
"1184",3.01,1,1,0
"1185",1.59,0,1,0
"1186",2.705,1,1,0
"1187",2.085,0,1,0
"1188",2.695,1,1,0
"1189",1.94,1,1,0
"1190",2.045,0,1,0
"1191",1.885,1,1,0
"1192",1.705,0,1,0
"1193",2.44,1,1,0
"1194",3.105,1,1,0
"1195",3.1,1,1,0
"1196",2.005,0,1,0
"1197",2.725,1,1,0
"1198",3.615,1,1,0
"1199",3.095,1,1,0
"1200",2.305,1,1,0
"1201",2.75,1,1,0
"1202",3.085,1,1,0
"1203",2.94,1,1,0
"1204",2.515,1,1,0
"1205",2.165,1,1,0
"1206",2.935,1,1,0
"1207",2.29,1,1,0
"1208",2.67,1,1,0
"1209",2.025,1,1,1
"1210",2.29,1,1,0
"1211",2.015,1,1,0
"1212",3.035,1,1,0
"1213",1.84,0,1,0
"1214",3.02,1,1,0
"1215",2.145,1,1,0
"1216",2.25,1,1,0
"1217",3.155,1,1,0
"1218",2.255,1,1,0
"1219",2.525,1,1,0
"1220",2.235,0,1,0
"1221",1.885,1,1,0
"1222",2.975,1,1,0
"1223",2.88,1,1,0
"1224",2.24,0,1,0
"1225",2.685,1,1,0
"1226",2.5,0,1,0
"1227",2.2,1,1,0
"1228",2.1,0,1,0
"1229",2.515,0,1,0
"1230",3.175,1,1,0
"1231",2.445,1,1,0
"1232",2.69,0,1,0
"1233",2.91,1,1,0
"1234",3.13,1,1,0
"1235",2.345,1,1,0
"1236",2.295,1,1,0
"1237",2.35,0,1,0
"1238",2.785,0,1,0
"1239",2.795,1,1,0
"1240",2.105,0,1,0
"1241",3.235,1,1,0
"1242",2.395,0,1,0
"1243",1.91,0,1,0
"1244",2.98,1,1,0
"1245",2.945,1,1,0
"1246",1.68,0,1,1
"1247",2.385,1,1,0
"1248",2.855,0,1,0
"1249",2.7,0,1,0
"1250",2.455,1,1,0
"1251",2.82,1,1,0
"1252",2.7,1,1,0
"1253",2.415,1,1,0
"1254",2.56,0,1,0
"1255",2.25,1,0,0
"1256",2.87,1,1,0
"1257",2.285,1,1,0
"1258",2.94,1,1,0
"1259",2.415,1,1,0
"1260",2.29,1,1,0
"1261",3,1,1,0
"1262",2.455,1,1,0
"1263",2.1,0,1,0
"1264",3.235,1,1,0
"1265",2.265,1,1,0
"1266",2.465,0,1,0
"1267",2.6,1,1,0
"1268",2.3,1,1,0
"1269",2.815,1,1,0
"1270",1.985,1,1,0
"1271",2.03,0,1,0
"1272",3.13,1,1,0
"1273",2.6,0,1,0
"1274",2.265,0,1,0
"1275",2.35,1,1,0
"1276",3.1,1,1,0
"1277",2.42,1,1,0
"1278",2.75,1,1,0
"1279",2.18,0,1,0
"1280",2.345,1,1,0
"1281",2.73,1,1,0
"1282",2.6,1,1,0
"1283",2.34,0,1,0
"1284",2.605,1,1,0
"1285",2.535,1,1,0
"1286",2.73,1,1,0
"1287",2.7,0,1,0
"1288",2.4,0,1,0
"1289",2.185,1,1,0
"1290",2.625,0,0,0
"1291",1.75,1,1,0
"1292",1.745,0,1,0
"1293",2.98,1,1,0
"1294",2.4,0,1,0
"1295",1.725,0,1,0
"1296",2.23,0,1,0
"1297",2.51,0,1,0
"1298",2.615,1,1,0
"1299",2.23,1,1,0
"1300",3.535,1,1,0
"1301",2.53,0,1,0
"1302",2.94,1,1,0
"1303",2.045,1,1,0
"1304",2.84,1,1,0
"1305",2.485,0,1,0
"1306",2.905,0,1,0
"1307",3.105,1,1,0
"1308",1.655,0,1,0
"1309",3.265,1,1,0
"1310",3.215,1,1,0
"1311",2.815,1,1,0
"1312",2.605,1,1,0
"1313",1.585,0,1,1
"1314",3.12,1,1,0
"1315",2.535,0,1,0
"1316",1.855,0,1,1
"1317",2.825,1,1,0
"1318",2.845,0,1,0
"1319",3.115,1,1,0
"1320",3.255,1,1,0
"1321",3.085,1,1,0
"1322",2.53,1,1,0
"1323",2.14,0,1,0
"1324",2.31,0,1,1
"1325",2.48,1,1,0
"1326",2.6,1,1,0
"1327",2.395,1,1,0
"1328",2.23,1,1,0
"1329",2.645,1,1,0
"1330",2.495,1,1,1
"1331",2.75,1,1,0
"1332",2.2,0,1,0
"1333",2.385,0,1,0
"1334",2.245,0,1,0
"1335",2.29,1,1,0
"1336",3.145,1,1,0
"1337",2.705,0,1,0
"1338",2.255,0,1,0
"1339",3.065,1,1,0
"1340",2.76,1,1,0
"1341",2.645,1,1,0
"1342",2.34,0,1,0
"1343",3.02,1,1,0
"1344",3.06,1,1,0
"1345",2.5,1,1,0
"1346",2.4,0,1,0
"1347",2.595,0,1,0
"1348",2.21,1,1,1
"1349",2.925,1,1,0
"1350",2.235,0,1,1
"1351",2.525,1,1,0
"1352",2.535,0,1,0
"1353",3.21,1,1,0
"1354",2.565,1,1,0
"1355",1.935,1,1,0
"1356",2.735,1,1,0
"1357",2.865,1,1,0
"1358",2.35,0,1,0
"1359",2.38,1,1,0
"1360",2.415,1,1,0
"1361",2.565,0,1,0
"1362",2.23,0,1,0
"1363",3.04,1,1,0
"1364",2.525,1,1,0
"1365",2.67,1,1,0
"1366",3.035,0,1,0
"1367",2.35,1,1,0
"1368",2.265,0,1,0
"1369",2.495,1,1,0
"1370",2.31,0,1,0
"1371",2.44,1,1,0
"1372",3.015,1,1,0
"1373",2.86,1,1,0
"1374",2.58,1,1,0
"1375",3.75,1,1,0
"1376",2.465,1,1,0
"1377",2.805,1,1,0
"1378",2.53,1,1,0
"1379",2.88,1,1,0
"1380",2.555,1,1,0
"1381",2.675,0,1,0
"1382",2.725,0,1,0
"1383",2.45,1,1,0
"1384",2.77,1,1,0
"1385",3.005,1,1,0
"1386",2.425,0,1,0
"1387",3.355,1,1,0
"1388",3.385,1,1,0
"1389",2.565,1,1,0
"1390",2.675,0,1,0
"1391",2.255,0,1,0
"1392",2.93,1,1,0
"1393",2.54,1,1,0
"1394",2.755,1,1,0
"1395",2.695,1,1,0
"1396",2.675,1,1,0
"1397",3.505,1,1,0
"1398",3.105,1,1,0
"1399",3.11,1,1,0
"1400",2.05,0,1,0
"1401",1.485,0,1,0
"1402",2.815,1,1,0
"1403",3.115,1,1,0
"1404",3.195,1,1,0
"1405",3.1,1,1,0
"1406",2.01,0,1,0
"1407",2.81,1,1,0
"1408",2.985,1,1,0
"1409",2.69,0,1,1
"1410",2.315,0,1,0
"1411",2.81,1,1,0
"1412",2.75,1,1,0
"1413",2.35,0,1,0
"1414",1.885,0,1,0
"1415",2.945,0,1,0
"1416",2.9,0,1,0
"1417",2.745,1,1,0
"1418",2.6,1,1,0
"1419",2.71,1,1,0
"1420",2.735,1,1,0
"1421",2.54,0,1,0
"1422",1.335,0,1,0
"1423",2.53,1,1,0
"1424",2.885,1,1,0
"1425",3.49,1,1,0
"1426",2.9,0,1,0
"1427",2.825,1,1,0
"1428",2.135,0,1,0
"1429",2.67,1,1,0
"1430",3.105,1,1,0
"1431",3.21,0,1,0
"1432",2.175,0,1,0
"1433",2.585,1,1,0
"1434",2.03,1,1,0
"1435",2.515,1,1,0
"1436",2.42,1,1,0
"1437",2.3,1,1,0
"1438",2.305,0,1,0
"1439",2.745,1,1,0
"1440",2.43,0,1,0
"1441",2.31,1,1,0
"1442",3.28,1,1,0
"1443",2.06,0,1,0
"1444",2.65,1,1,0
"1445",3.07,1,1,0
"1446",2.845,1,1,0
"1447",2.875,0,1,0
"1448",2.69,1,1,0
"1449",3.155,1,1,0
"1450",2.325,1,1,0
"1451",2.125,1,1,0
"1452",2.805,1,1,0
"1453",2.48,1,1,0
"1454",3.525,1,1,0
"1455",2.89,1,1,0
"1456",2.95,1,1,0
"1457",2.22,1,1,0
"1458",2.33,1,1,1
"1459",2.75,1,1,0
"1460",2.66,1,1,0
"1461",3.23,1,1,0
"1462",2.605,0,1,0
"1463",2.88,1,1,0
"1464",2.4,0,1,0
"1465",2.445,1,1,0
"1466",2.495,1,1,0
"1467",2.54,1,1,0
"1468",2.26,1,1,0
"1469",2.535,1,1,0
"1470",3.055,1,1,0
"1471",3.71,1,1,0
"1472",2.095,1,1,0
"1473",1.715,0,1,0
"1474",2.88,1,1,0
"1475",2.305,0,1,0
"1476",2.365,0,1,0
"1477",2.09,1,1,0
"1478",3.485,1,1,0
"1479",2.965,1,1,0
"1480",2.715,1,1,0
"1481",2.7,0,1,0
"1482",2,0,1,0
"1483",2.56,1,1,0
"1484",2.355,0,1,0
"1485",2.705,1,1,0
"1486",2.02,0,1,0
"1487",2.5,1,1,0
"1488",1.84,0,1,1
"1489",2.825,1,1,0
"1490",2.56,1,1,0
"1491",2.96,1,1,0
"1492",3.145,1,1,0
"1493",3.555,1,1,0
"1494",2.865,1,1,0
"1495",1.98,0,1,0
"1496",2.92,1,1,0
"1497",2.825,1,1,0
"1498",2.71,1,1,0
"1499",3.135,1,1,0
"1500",2.93,1,1,0
"1501",3.3,1,1,0
"1502",2.44,1,1,0
"1503",3.175,1,1,0
"1504",3.03,1,1,0
"1505",3.055,1,1,0
"1506",2.955,1,1,0
"1507",2.9,1,1,0
"1508",1.63,0,1,0
"1509",3.28,1,1,0
"1510",2.54,1,1,0
"1511",2.42,1,1,1
"1512",2.05,0,1,0
"1513",3.035,1,1,0
"1514",3.28,1,1,0
"1515",2.54,0,1,0
"1516",2.93,1,1,0
"1517",2.205,0,1,0
"1518",3.32,1,1,0
"1519",2.74,1,1,0
"1520",2.58,0,1,0
"1521",2.695,1,1,0
"1522",3.07,1,1,0
"1523",2.78,1,1,0
"1524",2.74,1,1,0
"1525",3.38,1,1,0
"1526",3.17,1,1,0
"1527",1.83,0,1,0
"1528",2.27,0,1,0
"1529",2.475,1,1,0
"1530",2.92,1,1,0
"1531",2.565,1,1,0
"1532",3.095,1,1,0
"1533",3.115,1,1,0
"1534",2.33,0,1,0
"1535",2.575,1,1,0
"1536",2.475,0,1,1
"1537",2.505,0,1,0
"1538",1.67,0,1,0
"1539",2.675,1,1,0
"1540",1.895,0,1,1
"1541",2.135,0,1,0
"1542",2.895,1,1,0
"1543",2.34,1,1,0
"1544",2.51,0,1,0
"1545",2.515,1,1,0
"1546",2.19,1,1,0
"1547",2.49,1,1,0
"1548",2.555,0,1,0
"1549",2.64,1,1,0
"1550",2.1,0,1,0
"1551",3.38,1,1,0
"1552",2.69,1,1,0
"1553",3.405,1,1,0
"1554",2.12,0,1,0
"1555",1.9,0,1,1
"1556",2.545,0,1,0
"1557",2.365,1,1,1
"1558",2.9,1,1,0
"1559",1.91,0,1,0
"1560",2.94,1,1,0
"1561",3.17,1,1,0
"1562",2.685,1,1,0
"1563",2.7,1,1,0
"1564",2.825,1,1,0
"1565",2.9,1,1,0
"1566",2.51,1,1,0
"1567",2.845,1,1,0
"1568",2.94,1,1,0
"1569",3.1,1,1,0
"1570",2.24,1,1,0
"1571",3.03,1,1,0
"1572",2.75,1,1,0
"1573",2.195,0,1,0
"1574",2.32,0,1,0
"1575",2.04,0,1,1
"1576",2.805,0,1,0
"1577",2.335,0,1,0
"1578",2.48,0,1,0
"1579",2.53,0,1,0
"1580",2.65,1,1,0
"1581",3.195,1,1,0
"1582",2.655,0,1,0
"1583",2.815,1,1,0
"1584",2.775,1,1,0
"1585",2.795,1,1,0
"1586",1.725,0,1,0
"1587",2.555,1,1,0
"1588",2.72,0,1,0
"1589",1.875,0,1,0
"1590",2.71,1,1,0
"1591",2.66,1,1,0
"1592",2.865,0,1,0
"1593",2.935,1,1,0
"1594",2.91,1,1,0
"1595",2.255,0,1,0
"1596",2.51,1,1,0
"1597",2.575,0,1,0
"1598",3.17,1,1,0
"1599",2.84,1,1,0
"1600",2.63,0,1,0
"1601",2.215,0,1,0
"1602",2.7,1,1,0
"1603",3.485,1,1,0
"1604",1.955,0,1,0
"1605",2.575,0,1,0
"1606",2.83,0,1,0
"1607",2.855,0,1,0
"1608",3.505,1,1,0
"1609",3.245,1,1,0
"1610",2.97,1,1,0
"1611",2.995,1,1,0
"1612",3.045,1,1,0
"1613",2.635,1,1,0
"1614",2.02,1,1,0
"1615",2.965,0,1,0
"1616",2.42,1,1,0
"1617",3.22,1,1,0
"1618",2.915,1,1,0
"1619",2.34,0,1,0
"1620",2.535,0,1,0
"1621",2.16,1,0,0
"1622",2.34,0,1,0
"1623",2.5,1,1,0
"1624",3.08,0,1,0
"1625",2.33,1,1,0
"1626",3.12,1,1,0
"1627",2.43,0,1,0
"1628",2.655,1,1,0
"1629",1.765,0,1,1
"1630",2.49,1,1,0
"1631",1.66,1,1,0
"1632",1.8,1,1,0
"1633",1.975,0,1,0
"1634",3.68,1,1,0
"1635",2.28,1,1,0
"1636",2.325,0,1,0
"1637",2.81,1,1,0
"1638",3.41,1,1,0
"1639",2.77,1,1,0
"1640",2.665,1,1,0
"1641",2.99,0,1,0
"1642",1.88,0,1,0
"1643",3.225,1,1,0
"1644",3.285,1,1,0
"1645",2.145,1,1,0
"1646",2.085,0,1,0
"1647",2.015,0,1,0
"1648",2.99,1,1,0
"1649",2.6,1,1,0
"1650",2.645,0,1,0
"1651",2.715,1,1,0
"1652",3.645,1,1,0
"1653",2.23,1,1,0
"1654",1.825,0,1,0
"1655",2.295,0,1,0
"1656",2.375,1,1,0
"1657",2.89,1,1,0
"1658",2.365,0,1,0
"1659",1.97,1,1,0
"1660",2.235,0,1,0
"1661",2.79,1,1,0
"1662",2.55,1,1,0
"1663",2.265,1,1,0
"1664",2.905,1,1,0
"1665",2.73,0,1,0
"1666",2.185,0,1,0
"1667",2.255,1,1,0
"1668",2.58,1,1,0
"1669",2.085,0,1,0
"1670",3.18,1,1,0
"1671",2.42,0,1,0
"1672",3.08,1,1,0
"1673",2.095,1,1,0
"1674",1.68,0,1,0
"1675",2.945,1,1,0
"1676",2.785,0,1,0
"1677",3.225,1,1,0
"1678",2.695,1,1,0
"1679",2.14,1,1,0
"1680",2.845,0,1,0
"1681",2.96,1,1,0
"1682",2.055,1,1,0
"1683",1.69,0,1,0
"1684",3.08,1,1,0
"1685",2.7,1,1,0
"1686",2.805,1,1,0
"1687",2.755,1,1,0
"1688",2.64,1,1,0
"1689",2.565,1,1,0
"1690",2.435,1,1,0
"1691",2.755,0,1,0
"1692",2.41,0,1,0
"1693",2.61,1,1,0
"1694",2.5,0,1,0
"1695",2.8,1,1,0
"1696",2.69,1,1,0
"1697",2.465,1,1,0
"1698",2.645,1,1,0
"1699",2.36,1,1,0
"1700",2.64,0,1,0
"1701",3.39,1,1,0
"1702",2.505,1,1,0
"1703",3.48,1,1,0
"1704",2.895,1,1,0
"1705",3.225,1,1,0
"1706",2.815,1,1,1
"1707",2.685,1,1,0
"1708",2.69,1,1,0
"1709",2.075,1,1,0
"1710",2.585,1,1,0
"1711",1.35,0,1,0
"1712",2.84,1,1,0
"1713",1.57,0,1,0
"1714",1.855,0,1,0
"1715",1.735,0,1,0
"1716",2.625,0,1,0
"1717",2.065,0,1,0
"1718",2.435,0,1,0
"1719",3.415,1,1,0
"1720",2.52,1,1,0
"1721",3.03,1,1,0
"1722",2.72,1,1,0
"1723",1.535,0,1,0
"1724",1.97,1,1,0
"1725",2.425,1,1,0
"1726",1.965,0,1,0
"1727",3.075,1,1,0
"1728",3.28,1,1,0
"1729",3.36,1,1,0
"1730",3.24,1,1,0
"1731",2.9,1,1,0
"1732",3.51,1,1,0
"1733",3.18,1,1,0
"1734",2.355,1,1,0
"1735",1.885,0,1,0
"1736",2.59,1,1,0
"1737",2.685,1,1,0
"1738",2.555,1,1,0
"1739",2.205,0,1,0
"1740",2.31,0,1,0
"1741",2.68,1,1,0
"1742",2.2,0,1,0
"1743",3.68,1,1,0
"1744",2.3,1,1,0
"1745",3.37,1,1,0
"1746",2.17,1,1,0
"1747",2.24,0,1,0
"1748",2.395,1,1,0
"1749",2.94,1,1,0
"1750",2.385,1,1,0
"1751",1.715,1,1,0
"1752",2.47,1,1,1
"1753",2.635,1,1,0
"1754",2.51,0,1,0
"1755",2.3,0,1,1
"1756",2.565,1,1,0
"1757",2.975,1,1,0
"1758",2.535,0,1,0
"1759",2.27,0,1,0
"1760",3.01,1,1,0
"1761",2.925,1,1,0
"1762",2.935,1,1,0
"1763",2.745,1,1,0
"1764",2.86,1,1,0
"1765",2.79,1,1,0
"1766",2.535,1,1,0
"1767",2.075,0,1,0
"1768",2.515,1,1,0
"1769",2.235,0,1,0
"1770",1.89,0,0,0
"1771",2.915,1,1,0
"1772",3.35,1,1,0
"1773",2.755,0,1,0
"1774",3.535,1,1,0
"1775",3.21,1,1,0
"1776",2.46,1,1,0
"1777",2.905,0,1,0
"1778",2.405,1,1,0
"1779",2.825,1,1,0
"1780",3.01,1,1,0
"1781",2.96,1,1,0
"1782",2.705,1,1,0
"1783",2.095,1,1,0
"1784",2.25,1,1,0
"1785",2.41,0,1,0
"1786",2.34,0,1,0
"1787",2.51,1,1,0
"1788",2.78,1,1,0
"1789",2.64,1,1,0
"1790",3.125,1,1,0
"1791",1.915,1,1,0
"1792",1.93,1,1,0
"1793",1.975,0,1,0
"1794",2.78,0,1,0
"1795",2.56,1,1,0
"1796",2.51,0,1,0
"1797",2.56,1,1,0
"1798",1.56,0,1,0
"1799",3.255,1,1,0
"1800",2.755,0,1,0
"1801",2.65,1,1,0
"1802",2.995,1,1,0
"1803",2.535,1,1,0
"1804",1.99,0,1,0
"1805",3.205,1,1,0
"1806",2.405,1,1,0
"1807",2.745,1,1,0
"1808",2.71,1,1,0
"1809",2.39,1,1,0
"1810",2.315,1,1,0
"1811",2.61,1,1,0
"1812",2.455,1,1,1
"1813",2.56,1,1,0
"1814",2.365,1,1,0
"1815",2.17,0,1,0
"1816",2.53,0,1,0
"1817",1.73,0,1,0
"1818",2.245,1,1,0
"1819",2.765,1,1,0
"1820",2.78,1,1,0
"1821",2.805,1,1,0
"1822",2.76,0,1,0
"1823",1.93,0,1,0
"1824",2.885,1,1,0
"1825",1.74,0,1,0
"1826",2.765,1,1,0
"1827",2.46,1,1,0
"1828",2.685,1,1,0
"1829",3.27,1,1,0
"1830",3.03,1,1,0
"1831",2.735,1,0,0
"1832",2.5,0,1,0
"1833",2.76,1,1,0
"1834",2.41,1,1,0
"1835",2.2,1,1,0
"1836",2.75,1,1,0
"1837",3.125,1,1,0
"1838",2.155,0,1,0
"1839",2.72,1,1,0
"1840",2.99,0,1,0
"1841",2.66,1,1,0
"1842",3.34,1,1,0
"1843",2.29,0,1,0
"1844",2.515,1,1,0
"1845",2.9,1,1,0
"1846",3.195,1,1,0
"1847",2.185,1,1,0
"1848",2.64,1,1,0
"1849",2.715,0,1,0
"1850",2.335,0,1,1
"1851",2.745,1,1,0
"1852",2.72,1,1,0
"1853",2.59,1,1,0
"1854",2.875,1,1,0
"1855",2.885,1,1,0
"1856",2.485,0,1,1
"1857",1.745,0,1,0
"1858",2.37,0,1,0
"1859",2.15,0,0,0
"1860",2.75,1,1,0
"1861",3.415,1,1,0
"1862",2.91,1,1,0
"1863",2.51,1,1,0
"1864",1.83,0,1,1
"1865",2.92,1,1,0
"1866",2.875,1,1,0
"1867",2.645,1,1,0
"1868",2.61,0,1,0
"1869",2.95,1,1,0
"1870",2.39,1,1,0
"1871",2.4,1,1,0
"1872",3.38,1,1,0
"1873",2.395,1,1,0
"1874",2.775,1,1,0
"1875",2.365,1,1,0
"1876",2.685,1,1,0
"1877",2.805,0,1,0
"1878",2.635,1,1,0
"1879",2.185,1,1,1
"1880",2.975,1,1,0
"1881",2.945,1,1,0
"1882",2.82,1,1,0
"1883",2.865,1,1,0
"1884",2.405,1,1,0
"1885",2.325,0,1,0
"1886",2.415,1,1,0
"1887",2.565,0,1,0
"1888",3.41,1,1,0
"1889",3.07,1,1,0
"1890",2.5,0,1,0
"1891",2.97,1,1,0
"1892",2.735,1,1,0
"1893",2.895,1,1,0
"1894",2.445,1,1,0
"1895",2.54,1,1,0
"1896",2.02,0,1,0
"1897",2.975,1,1,0
"1898",2.915,1,1,0
"1899",2.595,0,1,0
"1900",2.13,0,1,0
"1901",2.58,1,1,0
"1902",2.31,0,1,0
"1903",2.835,1,1,0
"1904",2.325,0,1,0
"1905",2.72,0,1,0
"1906",3.19,1,1,0
"1907",2.815,1,1,0
"1908",2.82,1,1,0
"1909",3.025,1,1,0
"1910",3.595,1,1,0
"1911",2.495,0,1,0
"1912",1.96,1,1,0
"1913",2.74,0,1,0
"1914",2.935,0,1,0
"1915",2.435,1,1,0
"1916",3.385,1,1,0
"1917",2.47,1,1,0
"1918",3.13,1,1,0
"1919",3.07,1,1,0
"1920",2.445,1,1,0
"1921",2.665,0,1,0
"1922",3.14,0,1,0
"1923",3.245,1,1,0
"1924",2.055,0,1,0
"1925",3.615,1,1,0
"1926",2.565,1,1,0
"1927",3.175,1,1,0
"1928",2.535,1,1,0
"1929",2.37,1,1,0
"1930",3.465,1,1,0
"1931",2.81,1,1,0
"1932",2.125,0,1,0
"1933",2.785,1,1,0
"1934",3.485,1,1,0
"1935",2.9,1,1,0
"1936",3.315,1,1,0
"1937",3.125,1,1,0
"1938",2.65,1,1,0
"1939",2.5,0,1,0
"1940",2.905,1,1,0
"1941",2.395,1,1,0
"1942",2.715,0,1,0
"1943",2.675,1,1,0
"1944",2.985,0,1,0
"1945",3.22,1,1,0
"1946",2.89,1,1,0
"1947",3.05,1,1,0
"1948",2.35,1,1,0
"1949",2.95,1,1,0
"1950",2.655,1,1,0
"1951",3.06,1,1,0
"1952",2.58,0,1,0
"1953",3.195,1,1,0
"1954",1.705,1,1,1
"1955",3.28,1,1,0
"1956",2.61,1,1,0
"1957",2.96,1,1,0
"1958",2.57,1,1,0
"1959",2.56,1,1,0
"1960",2.095,1,1,1
"1961",2.345,1,1,0
"1962",3.52,1,1,0
"1963",2.375,0,1,0
"1964",1.755,1,0,0
"1965",2.4,0,1,0
"1966",3.36,1,1,0
"1967",3.075,1,1,0
"1968",2.165,0,1,0
"1969",2.17,0,1,1
"1970",2.86,1,1,0
"1971",2.62,0,1,0
"1972",2.02,0,1,0
"1973",3.34,1,1,0
"1974",2.785,1,1,0
"1975",2.54,0,1,0
"1976",3.015,1,1,0
"1977",2.51,0,1,0
"1978",2.435,1,1,0
"1979",1.895,0,1,0
"1980",2.555,1,1,0
"1981",2.69,1,1,0
"1982",2.605,1,1,0
"1983",2.735,0,1,0
"1984",2.215,1,1,0
"1985",2.905,1,1,0
"1986",2.475,1,1,0
"1987",3.065,1,1,0
"1988",3.01,1,1,0
"1989",2.5,0,1,0
"1990",2.55,1,1,0
"1991",2.31,0,1,1
"1992",2.21,1,1,0
"1993",2.84,0,1,0
"1994",2.595,1,1,0
"1995",2.84,1,1,0
"1996",2.37,0,1,0
"1997",2.55,0,1,0
"1998",2.67,1,1,0
"1999",2.735,1,1,0
"2000",2.99,0,1,0
